ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer
75,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Khi thuyết trình trực tuyến cho một nhóm đa văn hóa, bạn nên",Nói thật nhanh để truyền tải nhiều thông tin,Sử dụng nhiều biệt ngữ chuyên môn để thể hiện sự hiểu biết,"Nói chậm rãi, rõ ràng và sử dụng hình ảnh/minh họa trực quan để hỗ trợ",Chỉ tập trung vào một nhóm văn hóa chiếm đa số,C,"Nói chậm rãi, rõ ràng và sử dụng hình ảnh/minh họa trực quan để hỗ trợ"
76,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Trong môi trường số, ""sự hiện diện"" (Presence) của bạn thường được thể hiện qua",Trạng thái trực tuyến (Online/Away/Do Not Disturb) trên các ứng dụng,Số lượng email bạn gửi đi mỗi ngày,Âm lượng micro của bạn,Màu sắc background trong cuộc họp,A,Trạng thái trực tuyến (Online/Away/Do Not Disturb) trên các ứng dụng
77,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Khi một thành viên mới tham gia nhóm từ xa, cách tốt nhất để giúp họ hòa nhập là:",Để họ tự tìm hiểu mọi thứ,"Tổ chức một buổi giới thiệu chào mừng, giao một người cố vấn hỗ trợ họ",Giao ngay cho họ một dự án khó,Yêu cầu họ tự giới thiệu bản thân trong email gửi toàn công ty,B,"Tổ chức một buổi giới thiệu chào mừng, giao một người cố vấn hỗ trợ họ"
78,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Giá trị cốt lõi của ""hợp tác"" trong môi trường số là",Mọi người làm việc độc lập và báo cáo kết quả cuối cùng,Tuân thủ mệnh lệnh từ lãnh đạo một cách tuyệt đối,Cạnh tranh để trở thành người giỏi nhất,"Cùng nhau làm việc hướng tới một mục tiêu chung, chia sẻ ý tưởng và hỗ trợ lẫn nhau",D,"Cùng nhau làm việc hướng tới một mục tiêu chung, chia sẻ ý tưởng và hỗ trợ lẫn nhau"
79,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,Dịch vụ công trực tuyến là gì?,Việc mua bán hàng hóa qua mạng,Việc cung cấp các dịch vụ hành chính công thông qua nền tảng số,Việc học tập trên các nền tảng E-learning,Việc giao tiếp với bạn bè qua mạng xã hội,B,Việc cung cấp các dịch vụ hành chính công thông qua nền tảng số
80,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,Đâu là một trong những quyền của công dân khi sử dụng dịch vụ công trực tuyến?,Quyền yêu cầu xử lý hồ sơ ngay lập tức,Quyền không cần cung cấp thông tin trung thực,Quyền theo dõi tiến độ xử lý hồ sơ,Quyền sử dụng ngôn từ thô tục khi phản hồi,C,Quyền theo dõi tiến độ xử lý hồ sơ
81,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,Đâu là một trong những nghĩa vụ của công dân khi sử dụng dịch vụ công trực tuyến?,Cung cấp thông tin trung thực và đầy đủ,Có thể nộp hồ sơ trễ hạn,Phê bình thô tục qua hệ thống phản hồi,Không cần tuân thủ quy định,A,Cung cấp thông tin trung thực và đầy đủ
82,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Bước đầu tiên trong quy trình phản ánh, kiến nghị qua nền tảng số là gì?",Truy cập nền tảng phản ánh,Gửi thông tin phản ánh,Ghi nhận hiện trạng một cách khách quan và xác thực,Theo dõi mã xử lý và kết quả,C,Ghi nhận hiện trạng một cách khách quan và xác thực
83,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Khi góp ý chính sách trực tuyến, nguyên tắc quan trọng cần tuân thủ là gì?",Góp ý dựa trên cảm tính,"Dùng ngôn ngữ xây dựng, dựa trên cơ sở pháp lý và thực tiễn",Sao chép góp ý của người khác,Phê phán và chỉ trích gay gắt,B,"Dùng ngôn ngữ xây dựng, dựa trên cơ sở pháp lý và thực tiễn"
84,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Trong các cuộc thảo luận nghiêm túc về chính sách, hành vi nào thể hiện trách nhiệm của một công dân số?",Sử dụng danh tính ẩn danh,Sử dụng danh tính thật (chính danh),Công kích cá nhân,Tranh luận dựa trên cảm xúc,B,Sử dụng danh tính thật (chính danh)
85,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Khi tranh luận trên mạng, thay vì công kích cá nhân, người dùng nên làm gì?","Tranh luận dựa trên lý lẽ, bằng chứng",Dừng cuộc tranh luận ngay lập tức,Chấp nhận mọi ý kiến của người khác,Báo cáo tài khoản của người có ý kiến trái chiều,A,"Tranh luận dựa trên lý lẽ, bằng chứng"
86,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,Trang web nào được đề cập là nền tảng đáng tin cậy để tra cứu văn bản pháp luật?,Facebook.com,Google.com,https://thuvienphapluat.vn,Wikipedia.org,C,https://thuvienphapluat.vn
87,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Khi tra cứu văn bản pháp luật trực tuyến, tại sao việc kiểm tra hiệu lực của văn bản lại quan trọng?",Để biết văn bản có phổ biến hay không,"Vì văn bản có thể đã bị sửa đổi, thay thế hoặc hết hiệu lực",f,Để tải văn bản về máy nhanh hơn,B,"Vì văn bản có thể đã bị sửa đổi, thay thế hoặc hết hiệu lực"
88,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Nền tảng nào được ví dụ là mô hình kiến tạo tri thức phổ thông, một ""Bách khoa toàn thư Mở""?",GitHub,Google Docs,Facebook,Wikipedia,D,Wikipedia
89,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Công cụ giao tiếp nào được xem là tiêu chuẩn vàng cho môi trường chuyên nghiệp với khả năng tổ chức trò chuyện theo ""kênh""?",Zalo,Slack,Facebook Messenger,Viber,B,Slack
90,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,Đâu là một trong những thuận lợi chính mà hợp tác số mang lại?,Làm gia tăng rào cản địa lý và thời gian,Hạn chế sự sáng tạo và trao đổi ý tưởng,Phá vỡ rào cản địa lý và thời gian,Yêu cầu mọi thành viên phải làm việc cùng lúc,C,Phá vỡ rào cản địa lý và thời gian
91,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Rủi ro về ""con người"" trong hợp tác số bao gồm hiện tượng nào?","Xung đột, thiếu tin tưởng, và hiện tượng ""ăn theo"" (Social Loafing)",Giao tiếp sai lệch do thiếu ngữ cảnh,Mất dữ liệu do tấn công mạng,Lỗi phần mềm và vi phạm bảo mật,A,"Xung đột, thiếu tin tưởng, và hiện tượng ""ăn theo"" (Social Loafing)"
92,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Khi bạn vô tình gửi một email chứa thông tin nhạy cảm đến nhầm người, việc đầu tiên bạn nên làm là gì?",Hy vọng họ không đọc được,Gửi ngay một email xin lỗi đến tất cả mọi người trong danh sách liên lạc,Thu hồi email (nếu có thể) và ngay lập tức liên hệ với người nhận để giải thích và đề nghị họ xóa email,Đổ lỗi cho công nghệ,C,Thu hồi email (nếu có thể) và ngay lập tức liên hệ với người nhận để giải thích và đề nghị họ xóa email
93,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Hành vi nào sau đây có thể được coi là ""quấy rối trực tuyến"" (Online Harassment)?",Gửi lời chào buổi sáng đến đồng nghiệp,"Liên tục gửi tin nhắn không mong muốn, đe dọa hoặc bình luận xúc phạm cá nhân",Chia sẻ tài liệu công việc lên kênh chung,"Đặt trạng thái ""Đang bận""",D,"Đặt trạng thái ""Đang bận"""
94,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,Bạn nhận thấy một thành viên trong nhóm thường xuyên bị loại khỏi các kênh thông tin quan trọng. Bạn nên,Chủ động thêm họ vào các kênh và nhắc nhở người phụ trách về sự thiếu sót này,Giả vờ như không biết,Nói xấu họ với sếp,Cho rằng họ không muốn tham gia,A,Chủ động thêm họ vào các kênh và nhắc nhở người phụ trách về sự thiếu sót này
95,Module 2. Giao tiếp và hợp tác trong môi trường số,2,3,"Khi sử dụng hình ảnh từ Internet cho bài thuyết trình công việc, điều quan trọng nhất cần làm là:",Có thể sử dụng vì mọi thứ trên internet vì chúng đều miễn phí,Chỉ sử dụng hình ảnh có chứa watermark (logo),Kiểm tra giấy phép (license) của hình ảnh và ghi nguồn đầy đủ nếu cần,Tìm mọi cách chỉnh sửa lại hình ảnh trước khi sử dụng,C,Kiểm tra giấy phép (license) của hình ảnh và ghi nguồn đầy đủ nếu cần
96,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,"Trong một cuộc khảo sát trực tuyến ẩn danh, một thành viên đã viết những lời lẽ tiêu cực, không mang tính xây dựng về đồng nghiệp. Hành động này chủ yếu vi phạm nguyên tắc nào?",Bảo mật thông tin,Hợp tác hiệu quả,Tốc độ phản hồi,Trung thực và tính xây dựng trong phản hồi,D,Trung thực và tính xây dựng trong phản hồi
97,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Điều quan trọng nhất để khuyến khích sự tham gia trong diễn đàn trực tuyến là?,Kiểm duyệt,Tính tương tác,Chức năng,Thiết kế,B,Tính tương tác
98,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Công cụ nào được giới thiệu trong bài giảng để tìm kiếm các bài viết kiểm chứng từ những tổ chức uy tín trên toàn cầu?,Wikipedia.,Google Search thông thường.,Facebook Search.,Google Fact Check Explorer.,D,Google Fact Check Explorer.
99,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,"Nếu đã lỡ đăng tải hoặc chia sẻ tin giả, hành động nào sau đây được cho là có trách nhiệm nhất?","Gỡ bỏ thông tin, đăng bài đính chính và xin lỗi.",Chỉnh sửa bài đăng một chút để thông tin bớt sai lệch.,Khóa tài khoản tạm thời để tránh bị chỉ trích.,Im lặng và hy vọng mọi người sẽ quên đi.,A,"Gỡ bỏ thông tin, đăng bài đính chính và xin lỗi."
100,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Nguyên tắc khi phản ánh qua nền tảng số là gì?,Sử dụng ngôn ngữ kích động,Tránh gửi trùng lặp,"Thông tin trung thực, đính kèm bằng chứng rõ ràng",Viết bằng tiếng lóng,C,"Thông tin trung thực, đính kèm bằng chứng rõ ràng"
101,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Vì sao cần tuân thủ quy tắc ứng xử khi tham gia hoạt động trực tuyến?,Bảo vệ quyền lợi và danh dự của bản thân và người khác,Góp phần xây dựng cộng đồng mạng an toàn và lành mạnh,"Tạo môi trường giao tiếp văn minh, lịch sự",Tất cả các lý do trên,D,Tất cả các lý do trên
102,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Điều gì quan trọng nhất để duy trì quy tắc ứng xử trên mạng?,Luôn đồng tình theo ý kiến số đông,Sự đồng hành và hợp tác của cộng đồng,Chứng tỏ bạn quan trọng,Tranh luận triệt để nếu không cùng quan điểm với mình,B,Sự đồng hành và hợp tác của cộng đồng
103,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Bạn nên làm gì khi nhận được một tin nhắn đe dọa trên mạng?,Chia sẻ với bạn bè để xin lời khuyên,Bỏ qua và chặn người gửi.,Báo cáo tin nhắn với nhà cung cấp dịch vụ,Trả lời tin nhắn,C,Báo cáo tin nhắn với nhà cung cấp dịch vụ
104,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Hành vi công dân số có trách nhiệm gồm?,Tư duy phản biện,Tự động chia sẻ thông tin,Năng lực tra cứu pháp luật,Ứng xử có đạo đức trên mạng,D,Ứng xử có đạo đức trên mạng
105,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Thuận lợi vượt trội của hợp tác số là gì?,Đảm bảo mọi người đóng góp như nhau,Phá vỡ rào cản địa lý và thời gian,Không cần xây dựng lòng tin,Giảm xung đột cá nhân,B,Phá vỡ rào cản địa lý và thời gian
106,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Giao tiếp số trong giáo dục và hành chính cần nguyên tắc gì?,Ngôn ngữ chuẩn mực,Tránh dùng biểu tượng cảm xúc,Sử dụng tiếng lóng,Tôn trọng phản hồi,A,Ngôn ngữ chuẩn mực
107,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Hành động quan trọng nhất để bảo vệ quyền riêng tư trên mạng xã hội?,Sử dụng tên thật và ảnh thật,Không chia sẻ thông tin cá nhân,Kết bạn với tất cả,Xem xét và điều chỉnh cài đặt quyền riêng tư,D,Xem xét và điều chỉnh cài đặt quyền riêng tư
108,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Sử dụng nền tảng số tiếp cận pháp luật thể hiện điều gì?,Ý thức pháp quyền và năng lực công dân,Sở thích cá nhân,Mong muốn làm cán bộ,Trào lưu công nghệ,A,Ý thức pháp quyền và năng lực công dân
109,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Tại sao Zalo không phải là lựa chọn lý tưởng cho việc quản lý dự án nhóm?,Vì Zalo là ứng dụng trả phí rất đắt,Vì giao diện Zalo quá phức tạp để sử dụng,Vì thông tin quan trọng dễ bị trôi và khó quản lý,Vì Zalo không có chức năng gọi điện,C,Vì thông tin quan trọng dễ bị trôi và khó quản lý
110,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,"Theo Nghị định số (15/2020/NĐ-CP), mức phạt vi phạm hành chính đối với cá nhân đăng tin sai sự thật trên mạng xã hội",Cảnh cáo và và yêu cầu đính chính,Cảnh cáo và gửi thông báo yêu cầu kỷ luật về địa phương hoặc cơ quan chủ quản," Từ 2 - 6 triệu, buộc gỡ bỏ thông tin vi phạm. Trong trường hợp gây ảnh hưởng đến danh dự, uy tín của người khác 8 - 10 triệu"," Từ 5 - 10 triệu, buộc gỡ bỏ thông tin vi phạm. Trong trường hợp gây ảnh hưởng đến danh dự, uy tín của người khác 10 - 15 triệu",C," Từ 2 - 6 triệu, buộc gỡ bỏ thông tin vi phạm. Trong trường hợp gây ảnh hưởng đến danh dự, uy tín của người khác 8 - 10 triệu"
111,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,"Theo Điều 4 của Bộ Quy tắc ứng xử trên mạng xã hội, người dùng nên làm gì trước khi đăng ký, tham gia mạng xã hội?",Tìm cách lách các điều khoản,Tìm hiểu và tuân thủ các điều khoản hướng dẫn sử dụng của nhà cung cấp,Bỏ qua các điều khoản,Chỉ đọc phần tóm tắt,B,Tìm hiểu và tuân thủ các điều khoản hướng dẫn sử dụng của nhà cung cấp
112,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Bắt nạt trên mạng (cyber bullying) được định nghĩa là hành vi lặp đi lặp lại nhằm mục đích gì?,"Khiến đối tượng mục tiêu sợ hãi, tức giận hoặc xấu hổ",Kêu gọi đối tượng mục tiêu đăng kí theo dõi kênh,Cung cấp thông tin cá nhân của đối tượng mục tiêu để mọi người biết,Gây cười và giải trí,A,"Khiến đối tượng mục tiêu sợ hãi, tức giận hoặc xấu hổ"
113,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,"""Nguyên tắc cộng đồng"" của một nền tảng mạng xã hội là gì?",Một bộ luật hình sự,Các mẹo để tăng lượt theo dõi,Một bộ tiêu chuẩn về những điều được và không được phép làm trên nền tảng,Hướng dẫn cách kiếm tiền từ nền tảng,C,Một bộ tiêu chuẩn về những điều được và không được phép làm trên nền tảng
114,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Cân bằng cuộc sống số bao gồm việc gì?,Dành toàn bộ thời gian cho không gian mạng,Chỉ sử dụng internet cho công việc,Tránh mọi tương tác với người khác ngoài đời,"Quản lý thời gian phù hợp, ý thức về tác động của internet và duy trì tương tác ngoài đời",D,"Quản lý thời gian phù hợp, ý thức về tác động của internet và duy trì tương tác ngoài đời"
115,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,"""Danh tính số"" (Digital Identity) được định nghĩa là gì?",Chỉ là tên đăng nhập và mật khẩu,Chỉ là địa chỉ email của một người,Thông tin về một thực thể được hệ thống máy tính sử dụng để đại diện cho đối tượng cụ thể,Chỉ là hình ảnh đại diện trên mạng xã hội,C,Thông tin về một thực thể được hệ thống máy tính sử dụng để đại diện cho đối tượng cụ thể
116,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,"Theo tài liệu, danh tính số được hình thành từ đâu?",Chỉ từ thông tin người dùng tự khai báo,Từ việc liên kết các dấu chân số riêng lẻ để tạo thành một hồ sơ hoàn chỉnh,Chỉ từ các tài khoản mạng xã hội,Chỉ từ lịch sử mua sắm trực tuyến,B,Từ việc liên kết các dấu chân số riêng lẻ để tạo thành một hồ sơ hoàn chỉnh
117,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Một trong những rủi ro tiềm ẩn khi danh tính số bị khai thác là gì?,Ảnh hưởng đến danh tiếng và uy tín cá nhân trong đời thực,Bị spam quảng cáo,Có quá nhiều bạn bè trên mạng,Trở nên quá nổi tiếng,B,Bị spam quảng cáo
118,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,"""Dấu chân số"" (Digital Footprint) là gì?",Chỉ những trang web đã truy cập,Chỉ những email đã gửi,Những dấu vết dữ liệu được tạo ra khi sử dụng Internet,Chỉ các bình luận trên mạng xã hội,C,Những dấu vết dữ liệu được tạo ra khi sử dụng Internet
119,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Dữ liệu của người dùng bị thu thập âm thầm mà họ không hề hay biết được gọi là gì?,Danh tính số,Dữ liệu mã hóa,Dấu chân số chủ động,Dấu chân số bị động,D,Dấu chân số bị động
120,Module 2. Giao tiếp và hợp tác trong môi trường số,2,4,Đâu là một trong những lợi ích của việc các nhà cung cấp dịch vụ thu thập dữ liệu về hành vi tương tác trên môi trường mạng của người dùng?,Giảm tính bảo mật của tài khoản,Khiến người dùng mất nhiều thời gian hơn,Nâng cấp các tính năng của ứng dụng số để đem lại trải nghiệm tốt hơn,Làm giảm hiệu quả của các tác vụ,C,Nâng cấp các tính năng của ứng dụng số để đem lại trải nghiệm tốt hơn
